despir + presente	despir (desvestir)	presente	Dispo	Despes	Despe 	Despimos	Despem	/ˈdiʃ.pu/	/ˈdeʃ.pɨʃ/	/ˈdɛʃ.pɨ/	/dɨʃˈpimuʃ/	/ˈdɛʃ.pẽj/
despir-se + presente	despir-se	presente	Dispo-me	Despes-te	Despe-se	Despimo-nos	Despem-se	 /dɨʃˈpɔ mɨ/	/ˈdeʃ.pɨʃ tɨ/	/ˈdeʃ.pɨ sɨ/	 /deʃ.pɨˈmu nuʃ/	/deʃˈpẽ sɨ/
destruir + presente	destruir	presente	Destruo	Destróis	Destrói	Destruímos	Destroem	/dɨʃˈtɾu.u/	/dɨʃˈtɾɔjʃ/	/dɨʃˈtɾɔj/	/dɨʃ.tɾuˈi.muʃ/	/dɨʃˈtɾu.ẽj/
dirigir + presente	dirigir	presente	Dirijo	Diriges	Dirige	Dirigimos	Dirigem	/di.ɾiˈʒiɾ/	/di.ɾiˈʒiɾʃ/	/di.ɾiˈʒi/	/di.ɾiˈʒi.muʃ/	/di.ɾiˈʒẽj̃/
distribuir + presente	distribuir	presente	Distribuo	Distribuis	Distribui	Distribuímos	Distribuem	/diʃtɾiˈbuj.u/	/diʃtɾiˈbu.ɨʃ/	/diʃtɾiˈbu.ɨ/	/diʃtɾiˈbɨ.muʃ/	/diʃtɾiˈbu.ẽj̃/
dizer + presente	dizer	presente	Digo	Dizes	Diz	Dizemos	Dizem	/ˈdi.ɡu/	 /ˈdi.zɨʃ/	/ˈdiʃ/	/di.ˈze.muʃ/	/ˈdi.zẽj/
dormir + presente	dormir	presente	Durmo	Dormes	Dorme	Dormimos	Dormem	/ˈduɾ.mu/	/ˈdoɾ.mɨʃ/	/ˈdoɾ.mɨ/	/doɾ.ˈmi.muʃ/	/ˈdoɾ.mẽj/
esquecer-se + presente	esquecer-se	presente	Esqueço-me	Esqueces-te	Esquece-se	Esquecemo-nos	Esquecem-se	/ɨʃˈke.su mi/	/ɨʃˈke.sɐs ti/	/ɨʃˈke.sɨ.se/	/ɨʃˈke.se.mu nus/	/ɨʃˈke.sẽw̃ se/
estar + presente	estar	presente	Estou	Estás	Está	Estamos	Estão	/ɨʃˈtow̃/	/ɨʃˈtaws/	/ɨʃˈta/	/ɨʃtɐˈmuʃ/	/ɨʃˈtãw̃/
fazer + presente	fazer	presente	Faço	Fazes	Faz	Fazemos	Fazem	/ˈfa.su/	 /ˈfa.zɨʃ/	/ˈfaʃ/	/fa.ˈze.muʃ/	/ˈfa.zẽj̃/
fugir + presente	fugir	presente	Fujo	Fuges	Foge	Fugimos	Fugem	/ˈfu.ʒu/	/ˈfu.ʒɨʃ/	/ˈfo.ʒɨ/	/fu.ˈʒi.muʃ/	/ˈfo.ʒẽj̃/
introduzir + presente	introduzir	presente	Introduzo	Introduzes	Introduz	Introduzimos	Introduzem	/ĩ.tɾu.ˈdu.zu/	/ĩ.tɾu.duˈzɨʃ/	/ĩ.tɾuˈduz/	/ĩ.tɾuˈduzi.muʃ/	/ĩ.tɾuˈduzẽj̃/
ir + presente	ir	presente	Vou	Vais	Vai	Vamos	Vão	/vow̃/	/vajs/	/vaj/	/vɐˈmuʃ/	/vɐ̃w̃/
ler + presente	ler	presente	Leio	Lês	Lê	Lemos	Leem	/ˈlɐj.u/	/lɛʃ/	/lɛ/	/ˈlɛ.ɐ.muʃ/	/ˈlẽj̃/
medir + presente	medir	presente	Meço	Medes	Mede	Medimos	Medem	/ˈmɛ.su/	/ˈmɛ.dɨʃ/	/ˈmɛ.dɨ/	/ˈmɛ.di.muʃ/	/ˈmɛ.dẽj̃/
ouvir + presente	ouvir	presente	Ouço / Oiço	Ouves	Ouve	Ouvimos	Ouvem	 /ˈow.so/,  /ˈoj.su/	/ˈow.vɨʃ/	/ˈow.vɨ/	/ow.ˈvi.muʃ/	/ˈow.vẽj/
pedir + presente	pedir	presente	Peço	Pedes	Pede	Pedimos	Pedem	/ˈpɛsu/	/ˈpɛdɨʃ/	/ˈpɛdɨ/	/pɨˈdimuʃ/	/ˈpɛdẽj/
perder + presente	perder	presente	Perco	Perdes	Perde	Perdemos	Perdem	/ˈpɛɾ.ku/	/ˈpɛɾ.ðɨʃ/	 /ˈpɛɾ.dɨ/	/pɛɾ.ˈðe.muʃ/	/ˈpɛɾ.ðẽj/
permitir + presente	permitir	presente	Permito	Permites	Permite	Permitimos	Permitem	/pɛɾˈmi.tu/	/pɛɾ.miˈtiʃ/	/pɛɾˈmi.tɨ/	/pɛɾmiˈti.muʃ/	/pɛɾmiˈtẽj̃/
poder + presente	poder	presente	Posso	Podes	Pode	Podemos	Podem	/ˈpo.su/	/ˈpo.suʃ/	/ˈpo.sɐ/	/ˈpo.sɐ.muʃ/	/ˈpo.sɐ̃w̃/
pôr + presente	pôr (poner)	presente	Ponho	Pões	Põe	Pomos	Põem	/ˈpõ.ɲu/	/ˈpõj̃ʃ/	/ˈpõj̃/	/ˈpɔ.muʃ/	 /ˈpõj̃/
preferir + presente	preferir	presente	Prefiro	Preferes	Prefere	Preferimos	Preferem	/pɾeˈfi.ɾu/	/pɾɨˈfe.ɾɨʃ/	/pɾɨˈfe.ɾɨ/	 /pɾɨˈfe.ɾi.muʃ/	/pɾɨˈfe.ɾẽj̃/
proteger + presente	proteger	presente	Protejo	Proteges	Protege	Protegemos	Protegem	/pɾuˈtɛʒu/	/pɾuˈtɛʒiʃ/	/pɾuˈtɛ.ʒɨ/	/pɾuˈtɛʒi.muʃ/	/pɾuˈtɛʒẽj̃/
querer + presente	querer	presente	Quero	Queres	Quer	Queremos	Querem	/ˈkɛ.ɾu/	/ˈke.ɾɨʃ/	/ˈkeɾ/	/ke.ɾɨˈmuʃ/	/ke.ˈɾẽj/
retribuir + presente	retribuir	presente	Retribuo	Retribuis	Retribui	Retribuímos	Retribuem	/ʁɨtɾiˈbuj.u/	/ʁɨtɾiˈbu.ɨʃ/	/ʁɨtɾiˈbu.ɨ/	/ʁɨtɾiˈbɨ.muʃ/	/ʁɨtɾiˈbu.ẽj̃/
reunir + presente	reunir	presente	Reúno	Reúnes	Reúne	Reunimos	Reúnem	/ʁɨˈu.nu/	/ʁɨˈu.nɨʃ/	/ʁɨˈu.nɨ/	/ʁɨ.uˈni.muʃ/	 /ʁɨˈu.nẽj/
rir + presente	rir	presente	Rio	Ris	Ri	Rimos	Riem	/ʁiˈu/	/ʁis/	/ʁi/	/ʁiˈmuʃ/	/ʁiˈẽj̃/
saber + presente	saber	presente	Sei	Sabes	Sabe	Sabemos	Sabem	/'sɛj/	 /'sa.bɨʃ/	 /'sa.bɨ/	/sa.'be.muʃ/	/'sa.bẽ/
sair + presente	sair (salir)	presente	Saio	Sais	Sai	Saímos	Saem	/ˈsaju/	/ˈsajʃ/	/ˈsaj/	/ˈsajmuʃ/	/ˈsaj̃/
seguir + presente	seguir	presente	Sigo	Segues	Segue	Seguimos	Seguem	/ˈsi.ɡu/	/sɛ.'ɡɛʃ/	/ˈsi.ɡi/	/siˈɡi.muʃ/	/ˈsi.ɡẽj̃/
sentir + presente	sentir	presente	Sinto	Sentes	Sente	Sentimos	Sentem	/ˈsẽ.ti/	/ˈsẽ.tɐʃ/	/ˈsẽ.ti/	/sẽˈti.muʃ/	/ˈsẽ.tẽj̃/
sentir-se + presente	sentir-se	presente	Sinto-me	Sentes-te	Sente-se	Sentimo-nos	Sentem-se	/ˈsĩ tu mi/	/ˈsĩ.tɐs ti/	/ˈsĩ.tu.se/	/ˈsĩ.tu.mu nus/	/ˈsĩ.tẽw̃ se/
servir + presente	servir	presente	Sirvo	Serves	Serve	Servimos	Servem	/ˈsiɾ.vu/	/ˈsiɾ.vuʃ/	/ˈsiɾ.vɐ/	/ˈsiɾ.vɐ.muʃ/	/ˈsiɾ.vɐ̃w̃/
subir + presente	subir	presente	Subo	Sobes	Sobe	Subimos	Sobem	/ˈsu.bu/	/ˈsu.buʃ/	/ˈsu.bɐ/	/ˈsu.bɐ.muʃ/	/ˈsu.bɐ̃w̃/
substituir + presente	substituir	presente	Substituo	Substituis	Substitui	Substituímos	Substituem	/suʃbɨʃˈtuj.u/	/suʃbɨʃˈtu.ɨʃ/	/suʃbɨʃˈtu.ɨ/	/suʃbɨʃtuˈɨ.muʃ/	/suʃbɨʃˈtu.ẽj̃/
ter + presente	ter	presente	Tenho	Tens	Tem	Temos	Têm	/ˈtẽ.ɲu/	/'tẽʃ/	/'tẽ/	/'tɛ.muʃ/	/'tẽj/
traduzir + presente	traduzir	presente	Traduzo	Traduzes	Traduz	Traduzimos	Traduzem	/tɾɐˈdu.zu/	/tɾɐˈdu.zɨʃ/	/tɾɐˈduz/	/tɾɐˈduzi.muʃ/	/tɾɐˈduzẽj̃/
trazer + presente	trazer (llevar, traer)	presente	Trago	Trazes	Traz	Trazemos	Trazem	/ˈtɾa.ɡu/	/ˈtɾa.ɡuʃ/	/ˈtɾa.ɡɐ/	/ˈtɾa.ɡɐ.muʃ/	/ˈtɾa.ɡɐ̃w̃/
ver + presente	ver	presente	Vejo	Vês	Vê	Vemos	Veem	/ˈvɛ.ʒu/	/vɛʃ/	/vɛ/	/ˈvɛ.muʃ/	 /ˈvẽj̃/
vestir + presente	vestir	presente	Visto	Vestes	Veste	Vestimos	Vestem	/ˈviʃ.tu/	/ˈveʃ.tɐʃ/	/ˈveʃ.ti/	/veʃˈti.muʃ/	/ˈveʃ.tẽj̃/
vestir-se + presente	vestir-se	presente	Visto-me	Vestes-te	Veste-se	Vestimo-nos	Vestem-se	/ˈviʃ.tu mi/	/ˈviʃ.tɐs ti/	/ˈviʃ.tɨ.se/	/ˈviʃ.ti.mu nus/	/ˈviʃ.tẽw̃ se/
viajar + presente	viajar	presente	Viajo	Viajas	Viaja	Viajamos	Viajam	/ˈvi.ɐ.ʒu/	/ˈvi.ɐ.ʒuʃ/	/ˈvi.ɐ.ʒɐ/	/ˈvi.ɐ.ʒɐ.muʃ/	/ˈvi.ɐ.ʒɐ̃w̃/
vir + presente	vir	presente	Venho	Vens	Vem	Vimos	Vêm	/ˈvẽ.ɲu/	/ˈvẽ.ɲus/	/ˈvẽ/	/ˈvi.muʃ/	/ˈvẽw̃/
vivir + presente	viver	presente	Vivo	Vives	Vive	Vivemos	Vivem	/ˈvi.vu/	/ˈvi.vɨʃ/	/ˈvi.vi/	/ˈvi.vi.muʃ/	/ˈvi.vẽj̃/
ser + presente	ser	presente	Sou	És	É	Somos	São	/ˈsow/	/ˈɛʃ/	/ˈɛ/	/ˈsõ.muʃ/	/sɐ̃w̃/
ir + presente	ir	presente	Vou	Vais	Vai	Vamos	Vão	/ˈvow/	/ˈvajʃ/	/ˈvaj/	/ˈvɐ.muʃ/	/ˈvɐ̃w̃/
crer + presente	crer	presente	Creio	Crees	Crê	Cremos	Creem	/ˈkɾej.u/	/ˈkɾejʃ/	/ˈkɾe/	/ˈkɾe.muʃ/	/ˈkɾe.j̃/
constituir + presente	constituir	presente	Constituo	Constituís	Constitui	Constituímos	Constituem	/kõʃtiˈtuj.u/	/kõʃtiˈtu.ɨʃ/	/kõʃtiˈtu.ɨ/	/kõʃtiˈtu.ɨ.muʃ/	/kõʃtiˈtu.ẽj̃/
abrir + presente	abrir	presente	Abro	Abres	Abre	Abrimos	Abrem	/ˈa.bɾu/	/ˈa.bɾɨʃ/	/ˈa.bɾɨ/	/ɐ.ˈbɾi.muʃ/	/ˈa.bɾẽj̃/
partir + presente	partir	presente	Parto	Partes	Parte	Partimos	Partem	/ˈpaɾ.tu/	/ˈpaɾ.tɨʃ/	/ˈpaɾ.tɨ/	/paɾˈti.muʃ/	/ˈpaɾ.tẽj̃/
discutir + presente	discutir	presente	Discuto	Discutes	Discute	Discutimos	Discutem	/diʃ.ˈku.tu/	/diʃ.ˈku.tɨʃ/	/diʃ.ˈku.tɨ/	/diʃ.ˈku.ti.muʃ/	/diʃ.ˈku.tẽj̃/
decidir + presente	decidir	presente	Decido	Decides	Decide	Decidimos	Decidem	/dɨˈsi.du/	/dɨ.siˈdiʃ/	/dɨˈsi.dɨ/	/dɨsiˈdi.muʃ/	/dɨˈsi.dẽj̃/
admitir + presente	admitir	presente	Admito	Admites	Admite	Admitimos	Admitem	/ɐdˈmi.tu/	/ɐdˈmi.tɨʃ/	/ɐdˈmi.tɨ/	/ɐdˈmi.ti.muʃ/	/ɐdˈmi.tẽj̃/
repetir + presente	repetir	presente	Repito	Repetes	Repete	Repetimos	Repetem	/ʁɨ.ˈpi.tu/	/ʁɨ.ˈpi.tɨʃ/	/ʁɨ.ˈpi.tɨ/	/ʁɨ.ˈpi.ti.muʃ/	/ʁɨ.ˈpi.tẽj̃/
conhecer + presente	conhecer	presente	Conheço	Conheces	Conhece	Conhecemos	Conhecem	/ˈkõ.ɛsu/	/kõˈɛʃiʃ/	/kõˈɛ.si/	/kõˈɛʃi.muʃ/	/kõˈɛʃẽj̃/
esquecer + presente	esquecer	presente	Esqueço	Esqueces	Esquece	Esquecemos	Esquecem	/ɨʃˈkɛsu/	/ɨʃ.kɛˈseʃ/	/ɨʃˈkɛ.si/	/ɨʃkɛˈse.muʃ/	/ɨʃ.kɛˈsẽj̃/
aquecer + presente	aquecer (calentar)	presente	Aqueço	Aqueces	Aquece	Aquecemos	Aquecem	/ɐˈkɛsu/	/ɐ.kɛˈseʃ/	/ɐ.kɛˈsi/	/ɐkɛˈse.muʃ/	/ɐkɛˈsẽj̃/
parecer + presente	parecer	presente	Pareço	Pareces	Parece	Parecemos	Parecem	/pɐˈɾɛsu/	/pɐˈɾɛʃiʃ/	/pɐˈɾɛ.si/	/paˈɾɛ.si.muʃ/	/paˈɾɛ.sẽj̃/
abranger + presente	abranger (cubrir, abarcar)	presente	Abranjo	Abranges	Abrange	Abrangemos	Abrangem	/ɐˈbɾɐ̃ʒu/	/ɐˈbɾɐ̃ʒɨʃ/	/ɐˈbɾɐ̃ʒɨ/	/ɐˈbɾɐ̃ʒɨmuʃ/	/ɐˈbɾɐ̃ʒɐ̃j/
