reunir + presente	reunir	presente	Reúno	Reúnes	Reúne	Reunimos	Reúnem	/ʁɨˈu.nu/	/ʁɨˈu.nɨʃ/	/ʁɨˈu.nɨ/	/ʁɨ.uˈni.muʃ/	 /ʁɨˈu.nẽj/
dividir + presente	dividir	presente	Divido	Divides	Divide	Dividimos	Dividem	/di.ˈvi.du/	/di.ˈvi.ðɨʃ/	/di.ˈvi.dɨ/	/di.ˈvi.ði.muʃ/	/di.ˈvi.ðẽj̃/
permitir + presente	permitir	presente	Permito	Permites	Permite	Permitimos	Permitem	/pɛɾ.ˈmi.tu/	/pɛɾ.ˈmi.tɨʃ/	/pɛɾ.ˈmi.tɨ/	/pɛɾ.ˈmi.ti.muʃ/	/pɛɾ.ˈmi.tẽj̃/
repetir + presente	repetir	presente	Repito	Repetes	Repete	Repetimos	Repetem	/ʁɨ.ˈpi.tu/	/ʁɨ.ˈpi.tɨʃ/	/ʁɨ.ˈpi.tɨ/	/ʁɨ.ˈpi.ti.muʃ/	/ʁɨ.ˈpi.tẽj̃/
assistir + presente	assistir	presente	Assisto	Assistes	Assiste	Assistimos	Assistem	/ɐ.ˈsiʃ.tu/	/ɐ.ˈsiʃ.tɨʃ/	/ɐ.ˈsiʃ.tɨ/	/ɐ.ˈsiʃ.ti.muʃ/	/ɐ.ˈsiʃ.tẽj̃/
vivir + presente	viver	presente	Vivo	Vives	Vive	Vivemos	Vivem	/ˈvi.vu/	/ˈvi.vɨʃ/	/ˈvi.vi/	/ˈvi.vi.muʃ/	/ˈvi.vẽj̃/
cumprir + presente	cumprir (cumplir e.g. años)	presente	Cumpro	Cumpres	Cumpre	Cumprimos	Cumprem	/kũ.ˈpɾu/	/kũ.ˈpɾɨʃ/	/kũ.ˈpɾɨ/	/kũ.ˈpɾi.muʃ/	/kũ.ˈpɾẽj̃/
desistir + presente	desistir	presente	Desisto	Desistes	Desiste	Desistimos	Desistem	/dɨ.ˈziʃ.tu/	/dɨ.ˈziʃ.tɨʃ/	/dɨ.ˈziʃ.tɨ/	/dɨ.ˈziʃ.ti.muʃ/	/dɨ.ˈziʃ.tẽj̃/
discutir + presente	discutir	presente	Discuto	Discutes	Discute	Discutimos	Discutem	/diʃ.ˈku.tu/	/diʃ.ˈku.tɨʃ/	/diʃ.ˈku.tɨ/	/diʃ.ˈku.ti.muʃ/	/diʃ.ˈku.tẽj̃/
imprimir + presente	imprimir	presente	Imprimo	Imprimes	Imprime	Imprimimos	Imprimem	/ĩ.ˈpɾi.mu/	/ĩ.ˈpɾi.miʃ/	/ĩ.ˈpɾi.mi/	/ĩ.ˈpɾi.mi.muʃ/	/ĩ.ˈpɾi.mẽj̃/
abrir + presente	abrir	presente	Abro	Abres	Abre	Abrimos	Abrem	/ˈa.bɾu/	/ˈa.bɾɨʃ/	/ˈa.bɾɨ/	/ɐ.ˈbɾi.muʃ/	/ˈa.bɾẽj̃/
admitir + presente	admitir	presente	Admito	Admites	Admite	Admitimos	Admitem	/ɐdˈmi.tu/	/ɐdˈmi.tɨʃ/	/ɐdˈmi.tɨ/	/ɐdˈmi.ti.muʃ/	/ɐdˈmi.tẽj̃/
partir + presente	partir	presente	Parto	Partes	Parte	Partimos	Partem	/ˈpaɾ.tu/	/ˈpaɾ.tɨʃ/	/ˈpaɾ.tɨ/	/paɾˈti.muʃ/	/ˈpaɾ.tẽj̃/
resumir + presente	resumir	presente	Resumo	Resumes	Resume	Resumimos	Resumem	/ʁɨˈzu.mu/	/ʁɨˈzu.muʃ/	/ʁɨˈzu.mi/	/ʁɨzuˈmi.muʃ/	/ʁɨzuˈmẽj̃/
permitir + presente	permitir	presente	Permito	Permites	Permite	Permitimos	Permitem	/pɛɾˈmi.tu/	/pɛɾ.miˈtiʃ/	/pɛɾˈmi.tɨ/	/pɛɾmiˈti.muʃ/	/pɛɾmiˈtẽj̃/
decidir + presente	decidir	presente	Decido	Decides	Decide	Decidimos	Decidem	/dɨˈsi.du/	/dɨ.siˈdiʃ/	/dɨˈsi.dɨ/	/dɨsiˈdi.muʃ/	/dɨˈsi.dẽj̃/
servir + presente	servir	presente	Sirvo	Serves	Serve	Servimos	Servem	/ˈsiɾ.vu/	/sɛɾˈviʃ/	/sɛɾˈvi/	/sɛɾˈvi.muʃ/	/sɛɾˈvẽj̃/
dividir + presente	dividir	presente	Divido	Divides	Divide	Dividimos	Dividem	/diˈvi.du/	/di.viˈdiʃ/	/diˈvi.dɨ/	/di.viˈdi.muʃ/	/di.viˈdẽj̃/
conhecer + presente	conhecer	presente	Conheço	Conheces	Conhece	Conhecemos	Conhecem	/ˈkõ.ɛsu/	/kõˈɛʃiʃ/	/kõˈɛ.si/	/kõˈɛʃi.muʃ/	/kõˈɛʃẽj̃/
descer + presente	descer	presente	Desço	Desces	Desce	Descemos	Descem	/ˈdeʃu/	/ˈdeʃiʃ/	/ˈdeʃi/	/ˈdeʃi.muʃ/	/ˈdeʃẽj̃/
esquecer + presente	esquecer	presente	Esqueço	Esqueces	Esquece	Esquecemos	Esquecem	/ɨʃˈkɛsu/	/ɨʃ.kɛˈseʃ/	/ɨʃˈkɛ.si/	/ɨʃkɛˈse.muʃ/	/ɨʃ.kɛˈsẽj̃/
aquecer + presente	aquecer (calentar)	presente	Aqueço	Aqueces	Aquece	Aquecemos	Aquecem	/ɐˈkɛsu/	/ɐ.kɛˈseʃ/	/ɐ.kɛˈsi/	/ɐkɛˈse.muʃ/	/ɐkɛˈsẽj̃/
parecer + presente	parecer	presente	Pareço	Pareces	Parece	Parecemos	Parecem	/pɐˈɾɛsu/	/pɐˈɾɛʃiʃ/	/pɐˈɾɛ.si/	/paˈɾɛ.si.muʃ/	/paˈɾɛ.sẽj̃/
crescer + presente	crescer	presente	Cresço	Cresces	Cresce	Crescemos	Crescem	/ˈkɾɛʃu/	/ˈkɾɛʃiʃ/	/ˈkɾɛ.ʃi/	/ˈkɾɛ.ʃi.muʃ/	/ˈkɾɛ.ʃẽj̃/
abranger + presente	abranger (cubrir, abarcar)	presente	Abrangro	Abrangres	Abrangre	Abrangemos	Abrangem	/ɐˈbɾɐ̃ɡɾu/	/ɐˈbɾɐ̃ɡɾiʃ/	/ɐ.bɾɐ̃jˈgɾɨ/	/ɐbɾɐ̃ˈʒɛ.muʃ/	/ɐbɾɐ̃ˈʒẽj̃/
proteger + presente	proteger	presente	Protejo	Proteges	Protege	Protegemos	Protegem	/pɾuˈtɛʒu/	/pɾuˈtɛʒiʃ/	/pɾuˈtɛ.ʒɨ/	/pɾuˈtɛʒi.muʃ/	/pɾuˈtɛʒẽj̃/
entender + presente	entender	presente	Entendo	Entendes	Entende	Entendemos	Entendem	/ẽˈtẽdu/	/ẽˈtẽdiʃ/	/ẽˈtẽ.dɨ/	/ẽˈtẽ.di.muʃ/	/ẽˈtẽ.dẽj̃/
morrer + presente	morrer	presente	Morro	Morres	Morre	Morremos	Morrem	/ˈmoʁu/	/ˈmoʁiʃ/	/ˈmo.ʁɨ/	/muˈʁe.muʃ/	/muˈʁẽj̃/
perceber + presente	perceber	presente	Percebo	Percebes	Percebe	Percebemos	Percebem	/pɨɾˈsɛbu/	/pɨɾˈsɛbɨʃ/	/pɨɾˈsɛ.bɨ/	/pɨɾˈsɛbɨ.muʃ/	/pɨɾˈsɛ.bẽj̃/
beber + presente	beber	presente	Bebo	Bebes	Bebe	Bebemos	Bebem	/ˈbebu/	/ˈbɛbiʃ/	/ˈbɛ.bɨ/	/ˈbɛ.be.muʃ/	/ˈbɛ.bẽj̃/
chover + presente	chover	presente	Chovo	Choves	Chove	Chovemos	Chovem	/ˈʃovu/	/ˈʃoviʃ/	/ˈʃɔ.vɨ/	/ˈʃɔ.vi.muʃ/	/ˈʃɔ.vẽj̃/
compreender + presente	compreender	presente	Compreendo	Compreendes	Compreende	Compreendemos	Compreendem	/kõpɾẽˈẽdu/	/kõpɾẽˈẽdiʃ/	/kõ.pɾẽˈẽ.dɨ/	/kõpɾẽˈẽ.di.muʃ/	/kõ.pɾẽˈẽ.dẽj̃/
aprender + presente	aprender	presente	Aprendo	Aprendes	Aprende	Aprendemos	Aprendem	/apˈɾẽdu/	/apˈɾẽdiʃ/	/apˈɾẽ.dɨ/	/apˈɾẽ.di.muʃ/	/apˈɾẽ.dẽj̃/
viver + presente	viver	presente	Vivo	Vives	Vive	Vivemos	Vivem	/ˈvivu/	/ˈviviʃ/	/ˈvi.vɨ/	/ˈvi.vi.muʃ/	/ˈvi.vẽj̃/
escrever + presente	escrever	presente	Escrevo	Escreves	Escreve	Escrevemos	Escrevem	/ɨʃˈkɾɛvu/	/ɨʃˈkɾɛviʃ/	/ɨʃˈkɾɨ.vɨ/	/ɨʃkɾɨˈve.muʃ/	/ɨʃ.kɾɨˈvẽj̃/
resolver + presente	resolver	presente	Resolvo	Resolves	Resolve	Resolvemos	Resolvem	/ʁɨˈzolvu/	/ʁɨˈzolvɨʃ/	/ʁɨˈzɔlvɨ/	/ʁɨ.zuˈlvɨ.muʃ/	/ʁɨ.zuˈlvẽj̃/
correr + presente	correr	presente	Corro	Corres	Corre	Corremos	Correm	/ˈko.ʁu/	/ˈko.ʁɨʃ/	/ˈko.ʁɨ/	/koˈʁɛ.muʃ/	/ˈko.ʁẽj̃/
atender + presente	atender	presente	Atendo	Atendes	Atende	Atendemos	Atendem	/aˈtẽdu/	/aˈtẽdɨʃ/	/aˈtẽdɨ/	/aˈtẽdɨ.muʃ/	/aˈtẽdẽj̃/
responder + presente	responder	presente	Respondo	Respondes	Responde	Respondemos	Respondem	/ʁɨˈʃpõdu/	/ʁɨˈʃpõdɨʃ/	/ʁɨˈʃpõdɨ/	/ʁɨʃˈpõdɨ.muʃ/	/ʁɨˈʃpõdẽj̃/
receber + presente	receber	presente	Recebo	Recebes	Recebe	Recebemos	Recebem	/ʁɨˈsɛbu/	/ʁɨˈsɛbɨʃ/	/ʁɨˈsɛbɨ/	/ʁɨʃˈsɛbɨ.muʃ/	/ʁɨˈsɛbẽj̃/
debater + presente	debater	presente	Debato	Debates	Debate	Debatemos	Debatem	/dɨˈbatu/	/dɨˈbatɨʃ/	/dɨˈbatɨ/	/dɨbɐˈtɛ.muʃ/	/dɨˈbatẽj̃/
dever + presente	dever	presente	Devo	Deves	Deve	Devemos	Devem	/ˈdɛvu/	/ˈdɛvɨʃ/	/ˈdɛvɨ/	/ˈdɛvɨ.muʃ/	/ˈdɛvẽj̃/
construir + presente	construir	presente	Construo	Constróis	Constrói	Construímos	Constroem	/kõʃˈtɾuj.u/	/kõʃˈtɾu.ɨʃ/	/kõʃˈtɾu.ɨ/	/kõʃtɾuˈɨ.muʃ/	/kõʃˈtɾu.ẽj̃/
destruir + presente	destruir	presente	Destruo	Destróis	Destrói	Destruímos	Destroem	/dɨʃˈtɾu.u/	/dɨʃˈtɾɔjʃ/	/dɨʃˈtɾɔj/	/dɨʃ.tɾuˈi.muʃ/	/dɨʃˈtɾu.ẽj/
substituir + presente	substituir	presente	Substituo	Substituis	Substitui	Substituímos	Substituem	/suʃbɨʃˈtuj.u/	/suʃbɨʃˈtu.ɨʃ/	/suʃbɨʃˈtu.ɨ/	/suʃbɨʃtuˈɨ.muʃ/	/suʃbɨʃˈtu.ẽj̃/
distribuir + presente	distribuir	presente	Distribuo	Distribuis	Distribui	Distribuímos	Distribuem	/diʃtɾiˈbuj.u/	/diʃtɾiˈbu.ɨʃ/	/diʃtɾiˈbu.ɨ/	/diʃtɾiˈbɨ.muʃ/	/diʃtɾiˈbu.ẽj̃/
atribuir + presente	atribuir	presente	Atribuo	Atribuis	Atribui	Atribuímos	Atribuem	/ɐtɾiˈbuj.u/	/ɐtɾiˈbu.ɨʃ/	/ɐtɾiˈbu.ɨ/	/ɐtɾiˈbɨ.muʃ/	/ɐtɾiˈbu.ẽj̃/
constituir + presente	constituir	presente	Constituo	Constituís	Constitui	Constituímos	Constituem	/kõʃtiˈtuj.u/	/kõʃtiˈtu.ɨʃ/	/kõʃtiˈtu.ɨ/	/kõʃtiˈtu.ɨ.muʃ/	/kõʃtiˈtu.ẽj̃/
retribuir + presente	retribuir	presente	Retribuo	Retribuis	Retribui	Retribuímos	Retribuem	/ʁɨtɾiˈbuj.u/	/ʁɨtɾiˈbu.ɨʃ/	/ʁɨtɾiˈbu.ɨ/	/ʁɨtɾiˈbɨ.muʃ/	/ʁɨtɾiˈbu.ẽj̃/
sair + presente	sair (salir)	presente	Saio	Sais	Sai	Saímos	Saem	/ˈsaju/	/ˈsɐʒuʃ/	/ˈsaju/	/ˈsajmuʃ/	/ˈsajẽj̃/
cair + presente	cair (caer)	presente	Caio	Cais	Cai	Caímos	Caem	/ˈkaju/	/ˈkajuʃ/	/ˈkaju/	/ˈkajmuʃ/	/ˈkajẽj̃/
falar + presente	falar	presente	Falo	Falas	Fala	Falamos	Falam	/ˈfalʊ/	/ˈfalɔʃ/	/ˈfalʊ/	/ˈfalɔmuʃ/	/ˈfalõj̃/
morar + presente	morar (residir)	presente	Moro	Moras	Mora	Moramos	Moram	/ˈmɔɾu/	/ˈmɔɾuʃ/	/ˈmɔɾu/	/ˈmɔɾumuʃ/	/ˈmɔɾũj̃/
jogar + presente	jogar (jugar c/reglas e.g. fútbol, ajedrez)	presente	Jogo	Jogas	Joga	Jogamos	Jogam	/ˈʒɔɡu/	/ˈʒɔɡuʃ/	/ˈʒɔɡu/	/ˈʒɔɡumuʃ/	/ˈʒɔɡũj̃/
tomar + presente	tomar	presente	Tomo	Tomas	Toma	Tomamos	Tomam	/ˈtɔmu/	/ˈtɔmuʃ/	/ˈtɔmu/	/ˈtɔmu.muʃ/	/ˈtɔmũj̃/
brincar + presente	brincar (jugar s/reglas, e.g. a las muñecas)	presente	Brinco	Brincas	Brinca	Brincamos	Brincam	/ˈbɾĩku/	/ˈbɾĩkuʃ/	/ˈbɾĩku/	/ˈbɾĩkumuʃ/	/ˈbɾĩkũj̃/
almoçar + presente	almoçar	presente	Almoço	Almoças	Almoça	Almoçamos	Almoçam	/ɐˈlmu.su/	/ɐˈlmuʃ/	/ɐˈlmu.su/	/ɐˈlmu.muʃ/	/ɐˈlmu.sũj̃/
lanchar + presente	lanchar	presente	Lanço	Lanças	Lança	Lançamos	Lançam	/lɐ̃ˈsu/	/lɐ̃ʃuʃ/	/lɐ̃ˈsu/	/lɐ̃ˈsu.muʃ/	/lɐ̃ˈsũj̃/
jantar + presente	jantar	presente	Janto	Jantas	Janta	Jantamos	Jantam	/ˈʒãtu/	/ˈʒɐ̃tuʃ/	/ˈʒãtu/	/ˈʒãtumuʃ/	/ˈʒãtũj̃/
comprar + presente	comprar	presente	Compro	Compras	Compra	Compramos	Compram	/ˈkõpɾu/	/ˈkõpɾuʃ/	/ˈkõpɾu/	/ˈkõpɾumuʃ/	/ˈkõpɾũj̃/
gostar + presente	gostar	presente	Gosto	Gostas	Gosta	Gostamos	Gostam	/ˈɡɔstu/	/ˈɡɔstuʃ/	/ˈɡɔstu/	/ˈɡɔstumuʃ/	/ˈɡɔstũj̃/
fechar + presente	fechar (cerrar)	presente	Fecho	Fechas	Fecha	Fechamos	Fecham	/ˈfɛʃu/	/ˈfɛʃuʃ/	/ˈfɛʃu/	/ˈfɛʃumuʃ/	/ˈfɛʃũj̃/
trabalhar + presente	trabalhar	presente	Trabalho	Trabalhas	Trabalha	Trabalhamos	Trabalham	/ˈtɾa.bɐ.ʎu/	/ˈtɾa.bɐ.ʎɐʃ/	/ˈtɾa.bɐ.ʎɐ/	/ˈtɾa.bɐ.ʎɐ.muʃ/	/ˈtɾa.bɐ.ʎɐ̃w̃/
ocupar + presente	ocupar	presente	Ocupo	Ocupas	Ocupa	Ocupamos	Ocupam	/u.ˈku.pu/	/u.ˈku.puʃ/	/u.ˈku.pɐ/	/u.ˈku.pɐ.muʃ/	/u.ˈku.pɐ̃w̃/
practicar + presente	praticar	presente	Pratico	Praticas	Pratica	Praticamos	Praticam	/pɾɐ.ˈti.ku/	/pɾɐ.ˈti.kuʃ/	/pɾɐ.ˈti.ka/	/pɾɐ.ˈti.ka.muʃ/	/pɾɐ.ˈti.kɐ̃w̃/
ganhar + presente	ganhar	presente	Ganho	Ganhas	Ganha	Ganhamos	Ganham	/ˈɡɐ.ɲu/	/ˈɡɐ.ɲɐʃ/	/ˈɡɐ.ɲɐ/	/ˈɡɐ.ɲɐ.muʃ/	/ˈɡɐ.ɲɐ̃w̃/
acordar + presente	acordar (despertarse)	presente	Acordo	Acordas	Acorda	Acordamos	Acordam	/ɐ.ˈkoɾ.du/	/ɐ.ˈkoɾ.dɐʃ/	/ɐ.ˈkoɾ.dɐ/	/ɐ.ˈkoɾ.dɐ.muʃ/	/ɐ.ˈkoɾ.dɐ̃w̃/
apanhar + presente	apanhar (agarrar, tomar)	presente	Apanho	Apanhas	Apanha	Apanhamos	Apanham	/ɐ.ˈpɐ.ɲu/	/ɐ.ˈpɐ.ɲɐʃ/	/ɐ.ˈpɐ.ɲɐ/	/ɐ.ˈpɐ.ɲɐ.muʃ/	/ɐ.ˈpɐ.ɲɐ̃w̃/
estudar + presente	estudar	presente	Estudo	Estudas	Estuda	Estudamos	Estudam	/ɨʃ.ˈtu.du/	/ɨʃ.ˈtu.duʃ/	/ɨʃ.ˈtu.dɐ/	/ɨʃ.ˈtu.dɐ.muʃ/	/ɨʃ.ˈtu.dɐ̃w̃/
ficar + presente	ficar (quedarse)	presente	Fico	Ficas	Fica	Ficamos	Ficam	/ˈfi.ku/	/ˈfi.kuʃ/	/ˈfi.ka/	/ˈfi.ka.muʃ/	/ˈfi.kɐ̃w̃/
começar + presente	começar	presente	Começo	Começas	Começa	Começamos	Começam	/ku.ˈmɛ.su/	/ku.ˈmɛ.suʃ/	/ku.ˈmɛ.sɐ/	/ku.ˈmɛ.sɐ.muʃ/	/ku.ˈmɛ.sɐ̃w̃/
girar + presente	girar	presente	Giro	Giras	Gira	Giramos	Giram	/ˈʒi.ɾu/	/ˈʒi.ɾuʃ/	/ˈʒi.ɾɐ/	/ˈʒi.ɾɐ.muʃ/	/ˈʒi.ɾɐ̃w̃/
usar + presente	usar	presente	Uso	Usas	Usa	Usamos	Usam	/ˈu.zu/	/ˈu.zuʃ/	/ˈu.za/	/ˈu.za.muʃ/	/ˈu.zɐ̃w̃/
pagar + presente	pagar	presente	Pago	Pagas	Paga	Pagamos	Pagam	/ˈpa.ɡu/	/ˈpa.ɡuʃ/	/ˈpa.ɡɐ/	/ˈpa.ɡɐ.muʃ/	/ˈpa.ɡɐ̃w̃/
ensinar + presente	ensinar (enseñar)	presente	Ensino	Ensinas	Ensina	Ensinamos	Ensinam	/ẽ.si.ˈnu/	/ẽ.si.ˈnuʃ/	/ẽ.si.ˈna/	/ẽ.si.ˈna.muʃ/	/ẽ.si.ˈnɐ̃w̃/
levantar + presente	levantar	presente	Levanto	Levantas	Levanta	Levantamos	Levantam	/lɨ.ˈvã.tu/	/lɨ.ˈvã.tuʃ/	/lɨ.ˈvã.tɐ/	/lɨ.ˈvã.tɐ.muʃ/	/lɨ.ˈvã.tɐ̃w̃/
tocar + presente	tocar	presente	Toco	Tocas	Toca	Tocamos	Tocam	/ˈto.ku/	/ˈto.kuʃ/	/ˈto.ka/	/ˈto.ka.muʃ/	/ˈto.kɐ̃w̃/
andar + presente	andar	presente	Ando	Andas	Anda	Andamos	Andam	/ˈã.du/	/ˈã.duʃ/	/ˈã.da/	/ˈã.da.muʃ/	/ˈã.dɐ̃w̃/
lavar + presente	lavar	presente	Lavo	Lavas	Lava	Lavamos	Lavam	/ˈla.vu/	/ˈla.vuʃ/	/ˈla.va/	/ˈla.va.muʃ/	/ˈla.vɐ̃w̃/
usar + presente	usar	presente	Uso	Usas	Usa	Usamos	Usam	/ˈu.zu/	/ˈu.zuʃ/	/ˈu.za/	/ˈu.za.muʃ/	/ˈu.zɐ̃w̃/
acabar + presente	acabar	presente	Acabo	Acabas	Acaba	Acabamos	Acabam	/ɐ.ˈka.bu/	/ɐ.ˈka.buʃ/	/ɐ.ˈka.ba/	/ɐ.ˈka.ba.muʃ/	/ɐ.ˈka.bɐ̃w̃/
encontrar + presente	encontrar	presente	Encontro	Encontras	Encontra	Encontramos	Encontram	ẽ.ˈkõ.tɾu/	ẽ.ˈkõ.tɾuʃ/	ẽ.ˈkõ.tɾɐ/	ẽ.ˈkõ.tɾɐ.muʃ/	ẽ.ˈkõ.tɾɐ̃w̃/
pensar + presente	pensar	presente	Penso	Pensas	Pensa	Pensamos	Pensam	/ˈpẽ.su/	/ˈpẽ.suʃ/	/ˈpẽ.sɐ/	/ˈpẽ.sɐ.muʃ/	/ˈpẽ.sɐ̃w̃/
viajar + presente	viajar	presente	Viajo	Viajas	Viaja	Viajamos	Viajam	/ˈvi.ɐ.ʒu/	/ˈvi.ɐ.ʒuʃ/	/ˈvi.ɐ.ʒɐ/	/ˈvi.ɐ.ʒɐ.muʃ/	/ˈvi.ɐ.ʒɐ̃w̃/
beijar + presente	beijar	presente	Beijo	Beijas	Beija	Beijamos	Beijam	/ˈbɐi.ʒu/	/ˈbɐi.ʒuʃ/	/ˈbɐi.ʒɐ/	/ˈbɐi.ʒɐ.muʃ/	/ˈbɐi.ʒɐ̃w̃/
cantar + presente	cantar	presente	Canto	Cantas	Canta	Cantamos	Cantam	/ˈkɐ̃.tu/	/ˈkɐ̃.tuʃ/	/ˈkɐ̃.tɐ/	/ˈkɐ̃.tɐ.muʃ/	/ˈkɐ̃.tɐ̃w̃/
chamar + presente	chamar	presente	Chamo	Chamas	Chama	Chamamos	Chamam	/ˈʃɐ.mu/	/ˈʃɐ.muʃ/	/ˈʃɐ.mɐ/	/ˈʃɐ.mɐ.muʃ/	/ˈʃɐ.mɐ̃w̃/
achar + presente	achar (pensar)	presente	Acho	Achas	Acha	Achamos	Acham	/ˈɐ.ʃu/	/ˈɐ.ʃɐʃ/	/ˈɐ.ʃɐ/	/ˈɐ.ʃɐ.muʃ/	/ˈɐ.ʃɐ̃w̃/
costumar + presente	costumar (soler)	presente	Costumo	Costumas	Costuma	Costumamos	Costumam	/kuʃ.ˈtu.mu/	/kuʃ.ˈtu.muʃ/	/kuʃ.ˈtu.mɐ/	/kuʃ.ˈtu.mɐ.muʃ/	/kuʃ.ˈtu.mɐ̃w̃/
dançar + presente	dançar	presente	Danço	Danças	Dança	Dançamos	Dançam	/dɐ̃j.ˈsu/	/dɐ̃j.ˈsuʃ/	/dɐ̃j.ˈsɐ/	/dɐ̃j.ˈsɐ.muʃ/	/dɐ̃j.ˈsɐ̃w̃/
deixar + presente	deixar	presente	Deixo	Deixas	Deixa	Deixamos	Deixam	/ˈdɐj.ʃu/	/ˈdɐj.ʃuʃ/	/ˈdɐj.ʃɐ/	/ˈdɐj.ʃɐ.muʃ/	/ˈdɐj.ʃɐ̃w̃/
ligar + presente	ligar	presente	Ligo	Ligas	Liga	Ligamos	Ligam	/ˈli.ɡu/	/ˈli.ɡuʃ/	/ˈli.ɡɐ/	/ˈli.ɡɐ.muʃ/	/ˈli.ɡɐ̃w̃/
pintar + presente	pintar	presente	Pinto	Pintas	Pinta	Pintamos	Pintam	/ˈpĩ.tu/	/ˈpĩ.tuʃ/	/ˈpĩ.tɐ/	/ˈpĩ.tɐ.muʃ/	/ˈpĩ.tɐ̃w̃/
precisar + presente	precisar (necesitar)	presente	Preciso	Precisas	Precisa	Precisamos	Precisam	/pɾɨ.ˈsi.zu/	/pɾɨ.ˈsi.zuʃ/	/pɾɨ.ˈsi.zɐ/	/pɾɨ.ˈsi.zɐ.muʃ/	/pɾɨ.ˈsi.zɐ̃w̃/
tirar + presente	tirar (qutar, sacar)	presente	Tiro	Tiras	Tira	Tiramos	Tiram	/ˈti.ɾu/	/ˈti.ɾuʃ/	/ˈti.ɾɐ/	/ˈti.ɾɐ.muʃ/	/ˈti.ɾɐ̃w̃/
