Ouvir + Infinitivo Pessoal	Ouvir	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	ouvir	ouvires	ouvir	ouvirmos	ouvirem						/oˈviɾ/	/oˈviɾɨʃ/	/oˈviɾ/	/oˈviɾmuʃ/	/oˈviɾɐ̃j̃/							Portugues::Verbos::-IR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-IR Portugues::Verbos::Infinitivo-Pessoal::Irregulares Portugues::Verbos::Irregulares
Pedir + Infinitivo Pessoal	Pedir	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	pedir	pedires	pedir	pedirmos	pedirem						/pɨˈdiɾ/	/pɨˈdiɾɨʃ/	/pɨˈdiɾ/	/pɨˈdiɾmuʃ/	/pɨˈdiɾɐ̃j̃/							Portugues::Verbos::-IR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-IR Portugues::Verbos::Infinitivo-Pessoal::Irregulares Portugues::Verbos::Irregulares
Poder + Infinitivo Pessoal	Poder	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	poder	poderes	poder	podermos	poderem						/puˈdeɾ/	/puˈdeɾɨʃ/	/puˈdeɾ/	/puˈdeɾmuʃ/	/puˈdeɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER Portugues::Verbos::Infinitivo-Pessoal::Irregulares Portugues::Verbos::Irregulares
Querer + Infinitivo Pessoal	Querer	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	querer	quereres	querer	querermos	quererem						/kɨˈɾeɾ/	/kɨˈɾeɾɨʃ/	/kɨˈɾeɾ/	/kɨˈɾeɾmuʃ/	/kɨˈɾeɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER Portugues::Verbos::Infinitivo-Pessoal::Irregulares Portugues::Verbos::Irregulares
Saber + Infinitivo Pessoal	Saber	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	saber	saberes	saber	sabermos	saberem						/sɐˈbeɾ/	/sɐˈbeɾɨʃ/	/sɐˈbeɾ/	/sɐˈbeɾmuʃ/	/sɐˈbeɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER Portugues::Verbos::Infinitivo-Pessoal::Irregulares Portugues::Verbos::Irregulares
Dar + Infinitivo Pessoal	Dar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	dar	dares	dar	darmos	darem						/ˈdaɾ/	/ˈdaɾɨʃ/	/ˈdaɾ/	/ˈdaɾmuʃ/	/ˈdaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR Portugues::Verbos::Infinitivo-Pessoal::Irregulares Portugues::Verbos::Irregulares
Ler + Infinitivo Pessoal	Ler	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	ler	leres	ler	lermos	lerem						/ˈleɾ/	/ˈlɛɾɨʃ/	/ˈleɾ/	/ˈlɛɾmuʃ/	/ˈlɛɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER Portugues::Verbos::Infinitivo-Pessoal::Irregulares Portugues::Verbos::Irregulares
Amar + Infinitivo Pessoal	Amar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	amar	amares	amar	amarmos	amarem						/ɐˈmaɾ/	/ɐˈmaɾɨʃ/	/ɐˈmaɾ/	/ɐˈmaɾmuʃ/	/ɐˈmaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Chegar + Infinitivo Pessoal	Chegar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	chegar	chegares	chegar	chegarmos	chegarem						/ʃɨˈɡaɾ/	/ʃɨˈɡaɾɨʃ/	/ʃɨˈɡaɾ/	/ʃɨˈɡaɾmuʃ/	/ʃɨˈɡaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Falar + Infinitivo Pessoal	Falar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	falar	falares	falar	falarmos	falarem						/fɐˈlaɾ/	/fɐˈlaɾɨʃ/	/fɐˈlaɾ/	/fɐˈlaɾmuʃ/	/fɐˈlaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Trabalhar + Infinitivo Pessoal	Trabalhar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	trabalhar	trabalhares	trabalhar	trabalharmos	trabalharem						/tɾɐbɐˈʎaɾ/	/tɾɐbɐˈʎaɾɨʃ/	/tɾɐbɐˈʎaɾ/	/tɾɐbɐˈʎaɾmuʃ/	/tɾɐbɐˈʎaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Estudar + Infinitivo Pessoal	Estudar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	estudar	estudares	estudar	estudarmos	estudarem						/ʃtuˈdaɾ/	/ʃtuˈdaɾɨʃ/	/ʃtuˈdaɾ/	/ʃtuˈdaɾmuʃ/	/ʃtuˈdaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Chamar + Infinitivo Pessoal	Chamar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	chamar	chamares	chamar	chamarmos	chamarem						/ʃɐˈmaɾ/	/ʃɐˈmaɾɨʃ/	/ʃɐˈmaɾ/	/ʃɐˈmaɾmuʃ/	/ʃɐˈmaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Pensar + Infinitivo Pessoal	Pensar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	pensar	pensares	pensar	pensarmos	pensarem						/pẽˈsaɾ/	/pẽˈsaɾɨʃ/	/pẽˈsaɾ/	/pẽˈsaɾmuʃ/	/pẽˈsaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Comprar + Infinitivo Pessoal	Comprar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	comprar	comprares	comprar	comprarmos	comprarem						/kõˈpɾaɾ/	/kõˈpɾaɾɨʃ/	/kõˈpɾaɾ/	/kõˈpɾaɾmuʃ/	/kõˈpɾaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Ajudar + Infinitivo Pessoal	Ajudar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	ajudar	ajudares	ajudar	ajudarmos	ajudarem						/ɐʒuˈdaɾ/	/ɐʒuˈdaɾɨʃ/	/ɐʒuˈdaɾ/	/ɐʒuˈdaɾmuʃ/	/ɐʒuˈdaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Esperar + Infinitivo Pessoal	Esperar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	esperar	esperares	esperar	esperarmos	esperarem						/ʃpɨˈɾaɾ/	/ʃpɨˈɾaɾɨʃ/	/ʃpɨˈɾaɾ/	/ʃpɨˈɾaɾmuʃ/	/ʃpɨˈɾaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Tomar + Infinitivo Pessoal	Tomar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	tomar	tomares	tomar	tomarmos	tomarem						/tuˈmaɾ/	/tuˈmaɾɨʃ/	/tuˈmaɾ/	/tuˈmaɾmuʃ/	/tuˈmaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Levar + Infinitivo Pessoal	Levar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	levar	levares	levar	levarmos	levarem						/lɨˈvaɾ/	/lɨˈvaɾɨʃ/	/lɨˈvaɾ/	/lɨˈvaɾmuʃ/	/lɨˈvaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Tentar + Infinitivo Pessoal	Tentar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	tentar	tentares	tentar	tentarmos	tentarem						/tẽˈtaɾ/	/tẽˈtaɾɨʃ/	/tẽˈtaɾ/	/tẽˈtaɾmuʃ/	/tẽˈtaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Voltar + Infinitivo Pessoal	Voltar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	voltar	voltares	voltar	voltarmos	voltarem						/vɔɫˈtaɾ/	/vɔɫˈtaɾɨʃ/	/vɔɫˈtaɾ/	/vɔɫˈtaɾmuʃ/	/vɔɫˈtaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Perguntar + Infinitivo Pessoal	Perguntar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	perguntar	perguntares	perguntar	perguntarmos	perguntarem						/pɨɾɡũˈtaɾ/	/pɨɾɡũˈtaɾɨʃ/	/pɨɾɡũˈtaɾ/	/pɨɾɡũˈtaɾmuʃ/	/pɨɾɡũˈtaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Encontrar + Infinitivo Pessoal	Encontrar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	encontrar	encontrares	encontrar	encontrarmos	encontrarem						/ẽkõˈtɾaɾ/	/ẽkõˈtɾaɾɨʃ/	/ẽkõˈtɾaɾ/	/ẽkõˈtɾaɾmuʃ/	/ẽkõˈtɾaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Morar + Infinitivo Pessoal	Morar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	morar	morares	morar	morarmos	morarem						/muˈɾaɾ/	/muˈɾaɾɨʃ/	/muˈɾaɾ/	/muˈɾaɾmuʃ/	/muˈɾaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Gostar + Infinitivo Pessoal	Gostar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	gostar	gostares	gostar	gostarmos	gostarem						/ɡuˈʃtaɾ/	/ɡuˈʃtaɾɨʃ/	/ɡuˈʃtaɾ/	/ɡuˈʃtaɾmuʃ/	/ɡuˈʃtaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Começar + Infinitivo Pessoal	Começar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	começar	começares	começar	começarmos	começarem						/kumɨˈsaɾ/	/kumɨˈsaɾɨʃ/	/kumɨˈsaɾ/	/kumɨˈsaɾmuʃ/	/kumɨˈsaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Olhar + Infinitivo Pessoal	Olhar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	olhar	olhares	olhar	olharmos	olharem						/oˈʎaɾ/	/oˈʎaɾɨʃ/	/oˈʎaɾ/	/oˈʎaɾmuʃ/	/oˈʎaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Andar + Infinitivo Pessoal	Andar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	andar	andares	andar	andarmos	andarem						/ɐ̃ˈdaɾ/	/ɐ̃ˈdaɾɨʃ/	/ɐ̃ˈdaɾ/	/ɐ̃ˈdaɾmuʃ/	/ɐ̃ˈdaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Deixar + Infinitivo Pessoal	Deixar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	deixar	deixares	deixar	deixarmos	deixarem						/dɐjˈʃaɾ/	/dɐjˈʃaɾɨʃ/	/dɐjˈʃaɾ/	/dɐjˈʃaɾmuʃ/	/dɐjˈʃaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Mostrar + Infinitivo Pessoal	Mostrar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	mostrar	mostrares	mostrar	mostrarmos	mostrarem						/muʃˈtɾaɾ/	/muʃˈtɾaɾɨʃ/	/muʃˈtɾaɾ/	/muʃˈtɾaɾmuʃ/	/muʃˈtɾaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Acreditar + Infinitivo Pessoal	Acreditar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	acreditar	acreditares	acreditar	acreditarmos	acreditarem						/ɐkɾɨdiˈtaɾ/	/ɐkɾɨdiˈtaɾɨʃ/	/ɐkɾɨdiˈtaɾ/	/ɐkɾɨdiˈtaɾmuʃ/	/ɐkɾɨdiˈtaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Apresentar + Infinitivo Pessoal	Apresentar	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	apresentar	apresentares	apresentar	apresentarmos	apresentarem						/ɐpɾɨzẽˈtaɾ/	/ɐpɾɨzẽˈtaɾɨʃ/	/ɐpɾɨzẽˈtaɾ/	/ɐpɾɨzẽˈtaɾmuʃ/	/ɐpɾɨzẽˈtaɾɐ̃j̃/							Portugues::Verbos::-AR Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-AR
Comer + Infinitivo Pessoal	Comer	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	comer	comeres	comer	comermos	comerem						/kuˈmeɾ/	/kuˈmeɾɨʃ/	/kuˈmeɾ/	/kuˈmeɾmuʃ/	/kuˈmeɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Beber + Infinitivo Pessoal	Beber	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	beber	beberes	beber	bebermos	beberem						/bɨˈbeɾ/	/bɨˈbeɾɨʃ/	/bɨˈbeɾ/	/bɨˈbeɾmuʃ/	/bɨˈbeɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Vender + Infinitivo Pessoal	Vender	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	vender	venderes	vender	vendermos	venderem						/vẽˈdeɾ/	/vẽˈdɛɾɨʃ/	/vẽˈdeɾ/	/vẽˈdɛɾmuʃ/	/vẽˈdɛɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Correr + Infinitivo Pessoal	Correr	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	correr	correres	correr	corrermos	correrem						/kuˈʁeɾ/	/kuˈʁeɾɨʃ/	/kuˈʁeɾ/	/kuˈʁeɾmuʃ/	/kuˈʁeɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Aprender + Infinitivo Pessoal	Aprender	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	aprender	aprendere	aprender	aprendermos	aprendere						/ɐpɾẽˈdeɾ/	/ɐpɾẽˈdɛɾɨ/	/ɐpɾẽˈdeɾ/	/ɐpɾẽˈdeɾmuʃ/	/ɐpɾẽˈdɛɾɨ/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Escrever + Infinitivo Pessoal	Escrever	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	escrever	escreveres	escrever	escrevermos	escreverem						/ʃkɾɨˈveɾ/	/ʃkɾɨˈveɾɨʃ/	/ʃkɾɨˈveɾ/	/ʃkɾɨˈveɾmuʃ/	/ʃkɾɨˈveɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Viver + Infinitivo Pessoal	Viver	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	viver	viveres	viver	vivermos	viverem						/viˈveɾ/	/viˈveɾɨʃ/	/viˈveɾ/	/viˈveɾmuʃ/	/viˈveɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Responder + Infinitivo Pessoal	Responder	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	responder	responderes	responder	respondemos	responderem						/ʁɨʃpõˈdeɾ/	/ʁɨʃpõˈdeɾɨʃ/	/ʁɨʃpõˈdeɾ/	/ʁɨʃpõˈdemuʃ/	/ʁɨʃpõˈdeɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Receber + Infinitivo Pessoal	Receber	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	receber	receberes	receber	recebermos	receberem						/ʁɨsɨˈbeɾ/	/ʁɨsɨˈbeɾɨʃ/	/ʁɨsɨˈbeɾ/	/ʁɨsɨˈbeɾmuʃ/	/ʁɨsɨˈbeɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Entender + Infinitivo Pessoal	Entender	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	entender	entenderes	entender	entendermos	entenderem						/ẽtẽˈdeɾ/	/ẽtẽˈdɛɾɨʃ/	/ẽtẽˈdeɾ/	/ẽtẽˈdɛɾmuʃ/	/ẽtẽˈdɛɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Esconder + Infinitivo Pessoal	Esconder	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	esconder	esconderes	esconder	escondermos	esconderem						/ʃkõˈdeɾ/	/ʃkõˈdɛɾɨʃ/	/ʃkõˈdeɾ/	/ʃkõˈdɛɾmuʃ/	/ʃkõˈdɛɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Perder + Infinitivo Pessoal	Perder	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	perder	perderes	perder	perdermos	perderem						/pɨɾˈdeɾ/	/pɨɾˈdeɾɨʃ/	/pɨɾˈdeɾ/	/pɨɾˈdeɾmuʃ/	/pɨɾˈdeɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Temer + Infinitivo Pessoal	Temer	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	temer	temeres	temer	temermos	temerem						/tɨˈmeɾ/	/tɨˈmeɾɨʃ/	/tɨˈmeɾ/	/tɨˈmeɾmuʃ/	/tɨˈmeɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Prometer + Infinitivo Pessoal	Prometer	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	prometer	prometeres	prometer	prometermos	prometerem						/pɾumɨˈteɾ/	/pɾumɨˈteɾɨʃ/	/pɾumɨˈteɾ/	/pɾumɨˈteɾmuʃ/	/pɾumɨˈteɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
Fornecer + Infinitivo Pessoal	Fornecer	<span style="color: rgb(125, 121, 255);"><b>Infinitivo Pessoal</b></span>	fornecer	forneceres	fornecer	fornecermos	fornecerem						/fuɾnɨˈseɾ/	/fuɾnɨˈseɾɨʃ/	/fuɾnɨˈseɾ/	/fuɾnɨˈseɾmuʃ/	/fuɾnɨˈseɾɐ̃j̃/							Portugues::Verbos::-ER Portugues::Verbos::Infinitivo-Pessoal Portugues::Verbos::Infinitivo-Pessoal::-ER
